uid;username;user_spend_time;60 saniye;300 saniye;600 saniye;Socket ile 60;Socket ile 300;Socket ile 600;role
1379714;ipek.arabaci5;1314;2517;6256;6574;3004;6252;6570;ROLE_STUDENT
1379716;akifalp.arslan;3956;1139;3426;5232;1060;3347;4589;ROLE_STUDENT
1379717;can.tuna5;7026;3600;7202;12817;3501;6631;11934;ROLE_STUDENT
1379718;duru.godel;7162;4445;8387;11820;4408;8028;10989;ROLE_STUDENT
1379719;cinar.gokmen2;2525;1527;1956;2969;1431;1860;2873;ROLE_STUDENT
1379721;ediz.kemal.bayraktar;2782;1490;3000;3340;2495;2928;3268;ROLE_STUDENT
1379722;omer.poyraz.cinar;5076;1926;5728;7529;1925;5587;7388;ROLE_STUDENT
1379723;alp.batur.gunaydin;6088;1940;7560;17481;1814;7278;16664;ROLE_STUDENT
1379724;demir.zaim3;2243;1838;2809;3588;1838;2809;3588;ROLE_STUDENT
1379725;mert.atabay3;6730;4152;7655;11060;4525;7904;10174;ROLE_STUDENT
1379728;fazil.batu.cakar;6395;4767;10239;13232;8969;11543;11870;ROLE_STUDENT
1379729;yigit.emre.sayan;7579;4167;9277;12474;4791;8343;10712;ROLE_STUDENT
1379731;ismail.cagan.kirimker;4971;5066;8355;14738;5356;8645;14607;ROLE_STUDENT
1379733;defne.elif.cevik;3220;1571;4108;9060;1541;3857;7307;ROLE_STUDENT
1379734;cagan.bilgin.tolegen;4486;4161;7181;8955;4140;7160;8934;ROLE_STUDENT
1379737;rauf.yildiz;1207;2936;4465;6135;2893;3499;4185;ROLE_STUDENT
1379738;ali.tekin.sevim;3955;4584;8822;13055;4636;8208;12441;ROLE_STUDENT
1379739;ipek.elma;5777;2920;6160;7635;3215;6099;7574;ROLE_STUDENT
1379740;mert.belen2;2910;996;1646;3433;1343;1857;3291;ROLE_STUDENT
1379741;kaan.karacan2;2199;3696;5466;10376;3599;5369;10279;ROLE_STUDENT
1379742;mina.tugartimur;3621;2837;4832;6771;3423;5041;6663;ROLE_STUDENT
1379743;nil.derin.karacar;2524;1171;3632;5755;1229;3607;4136;ROLE_STUDENT
1379745;yusuf.nadir.yuksel;1976;1983;4213;6117;1982;4212;6116;ROLE_STUDENT
1379746;zeynep.duru.ciftci;11182;2583;6947;11139;3304;6840;10540;ROLE_STUDENT
1379747;ela.dindarol;1126;1206;1920;1920;1202;1916;1916;ROLE_STUDENT
1379749;ipek.aksoy11;2295;2058;4067;4894;2123;3995;4822;ROLE_STUDENT
1379751;taha.ozturk13;7812;6758;15826;21033;6563;14191;18635;ROLE_STUDENT
1379752;kerem.sivaci;2684;1497;3068;5652;1604;3103;5687;ROLE_STUDENT
1379753;uras.kirazoglu;1800;1936;3673;4463;1932;3669;4459;ROLE_STUDENT
1379754;elif.inci.yavuz;4263;1235;2803;6827;1314;2757;6781;ROLE_STUDENT
1379756;zeynep.duru.yaman;665;1294;2125;2723;1380;1738;2336;ROLE_STUDENT
1379757;ahmet.eren.sozeri;4580;3804;7441;12846;5699;8396;12333;ROLE_STUDENT
1379758;selim.yildirim18;6519;10353;22236;26682;11380;19499;23254;ROLE_STUDENT
1379760;teoman.batu.ozturk;6840;4630;10786;17556;5795;10712;16327;ROLE_STUDENT
1379761;mesut.cinar.aydin;1082;1658;3833;5515;1736;3256;4439;ROLE_STUDENT
1379762;eymen.bayram4;1008;1330;2022;3510;1315;2007;3495;ROLE_STUDENT
1379763;selin.tuna13;7796;2176;5157;8290;2163;5046;8179;ROLE_STUDENT
1379764;cinar.acilan;12878;12550;27797;34327;12870;26125;31976;ROLE_STUDENT
1379766;kaan.efe.uludag;9262;3064;9024;11470;3340;8828;11274;ROLE_STUDENT
1379767;cem.uraz.yigit;3579;1615;2755;3677;1602;2742;3664;ROLE_STUDENT
1379768;beren.alya.simsek;4193;2296;3799;5751;2217;3572;5144;ROLE_STUDENT
1379769;mina.cebi;1286;1911;3573;5214;1840;3418;4724;ROLE_STUDENT
1379770;yasemin.ercal;1293;2477;4890;6112;2491;4635;5857;ROLE_STUDENT
1379771;nil.coskun5;4043;3902;6561;8629;4107;5912;7652;ROLE_STUDENT
1379772;habibe.kutlu2;3184;4181;6695;8280;5435;6695;7615;ROLE_STUDENT
1379773;azra.kupcu;6272;1262;4198;8231;1673;4137;7767;ROLE_STUDENT
1379774;tahir.mete.sevim;3799;3424;6759;8468;3459;6703;8412;ROLE_STUDENT
1379776;irmak.sarioglu;5125;2450;5848;7871;2476;5495;7518;ROLE_STUDENT
1379777;ekin.budak;4290;2794;6937;9204;3067;6938;9205;ROLE_STUDENT
1379778;cinar.ege.erman;3667;2498;4646;8036;2592;4652;7496;ROLE_STUDENT
1379780;baris.dincer7;2955;1977;4806;8217;2775;4476;7455;ROLE_STUDENT
1379781;atlas.bhais;2294;3680;5089;7203;3371;4703;5044;ROLE_STUDENT
1379782;kaan.karaoglu8;3054;2987;5574;8930;2911;5333;8108;ROLE_STUDENT
1379783;oyku.ozkan18;5712;3784;7547;11204;4072;6997;10301;ROLE_STUDENT
1379784;mehmet.selim.debreli;5776;1705;3534;5491;1879;3389;4835;ROLE_STUDENT
1379785;okan.aydin18;1958;522;1034;1034;497;945;945;ROLE_STUDENT
1379786;yigit.omer.deger;496;2071;2995;3310;2055;2831;3146;ROLE_STUDENT
1379787;bilgehan.bayrak;897;1942;2805;4589;1929;2792;4576;ROLE_STUDENT
1379788;deha.kamci;4492;1797;5354;7850;4035;5701;7185;ROLE_STUDENT
1379789;alp.cinar.dengi;1349;1271;1924;4006;1244;1897;3979;ROLE_STUDENT
1379790;berva.kose;1534;3213;9395;13906;3542;8442;12211;ROLE_STUDENT
1379791;emir.ali.yoldas;3007;1144;2443;5234;1170;2266;5057;ROLE_STUDENT
1379792;defne.sanivar;1189;1558;2336;4671;1397;2175;3976;ROLE_STUDENT
1379793;ayse.ela.kaya;431;902;1636;2127;874;1608;1608;ROLE_STUDENT
1379794;defne.karaman9;2339;5919;7660;10578;6272;6857;8784;ROLE_STUDENT
1379795;asya.firat3;2886;1694;3617;5421;1569;3165;3885;ROLE_STUDENT
1379796;zeynep.calgan;1520;1642;2349;4233;1630;2093;3592;ROLE_STUDENT
1379797;cihangir.atabey;12476;3523;6516;10678;4013;6486;10648;ROLE_STUDENT
1379799;yade.erva.ayik;8394;4357;9886;18663;4587;9477;18254;ROLE_STUDENT
1379800;su.baris;370;591;1695;2410;587;1604;2319;ROLE_STUDENT
1379801;elif.cenan.haksevenler;4946;1997;4368;5890;1991;4362;5884;ROLE_STUDENT
1379803;eliz.sarper;790;1111;2098;3935;1367;2098;3504;ROLE_STUDENT
1379804;efe.oztas9;4140;951;1464;4762;1165;1377;3652;ROLE_STUDENT
1379807;nehir.yilmaz59;5991;1291;2448;3995;1096;1834;3381;ROLE_STUDENT
1379808;pamir.dikmen;7145;1288;3787;7122;1230;3729;7064;ROLE_STUDENT
1379809;kerem.yildiz47;4134;4902;10115;14621;4925;10028;14534;ROLE_STUDENT
1379810;melisa.karatas11;7391;3618;7713;10099;3780;7684;10070;ROLE_STUDENT
1379811;sevde.zeren.kurtul;3046;1917;3817;6358;2471;3893;5431;ROLE_STUDENT
1379812;mustafa.kerem.kolukisaoglu;1499;6374;15261;23621;6566;14529;22379;ROLE_STUDENT
1379813;zeynep.birce.ozdemir;3033;2483;5568;6729;2464;5549;6291;ROLE_STUDENT
1379814;batu.sirman;6692;5324;14373;26630;5171;13472;24067;ROLE_STUDENT
1379815;ela.genisoglu;433;2322;6680;11492;2275;6395;10701;ROLE_STUDENT
1379816;deniz.kaplan23;2075;2218;5487;8537;2195;4990;7673;ROLE_STUDENT
1379818;alya.arslan8;3897;5432;10659;19983;5721;8167;12605;ROLE_STUDENT
1379819;nefes.parlak;3494;2516;4614;8953;2478;4234;7079;ROLE_STUDENT
1379820;can.dogan25;10285;7290;13048;18397;8622;12547;17519;ROLE_STUDENT
1379821;kaan.genc10;1127;1863;3399;4692;1897;3228;4521;ROLE_STUDENT
1379822;ralf.cebi;976;886;2585;3485;1567;2640;3189;ROLE_STUDENT
1379823;derin.ipek;2035;1557;3158;6014;1499;2921;5351;ROLE_STUDENT
1379825;orhan.baris.degirmenci;5688;4097;7744;10206;4639;7688;10150;ROLE_STUDENT
1379827;selin.coban5;9090;2923;9725;16215;3180;9360;15850;ROLE_STUDENT
1379828;yaman.savli;3447;1142;2051;4542;1145;2054;4545;ROLE_STUDENT
1379831;tuna.yilmaz23;2883;2406;5583;6719;3201;5866;6411;ROLE_STUDENT
1379832;inci.bilge.akgun;3962;1558;2522;3999;1590;2361;3838;ROLE_STUDENT
1379833;yaman.selim.sonmez;3190;1880;3286;5713;1744;2785;3106;ROLE_STUDENT
1379834;asrin.nama;3088;2834;6643;12352;4124;6254;10618;ROLE_STUDENT
1379837;toprak.karagoz;6788;2507;7005;10147;2412;6770;9912;ROLE_STUDENT
1379838;inci.ilhan3;2128;2938;7897;10917;3496;7917;10636;ROLE_STUDENT
1379839;buse.caniklioglu;9916;4958;9553;13116;4772;9200;12763;ROLE_STUDENT
1379840;elif.gunes.evren;2162;10745;19425;25456;10352;18195;23660;ROLE_STUDENT
1379841;neva.yaprak;1216;496;870;870;603;853;853;ROLE_STUDENT
1379842;hamza.hamidettin.arslan;4651;1651;4857;6236;2606;4903;6282;ROLE_STUDENT
1379843;ayse.eslem.akdogan;5407;4065;8072;11394;5901;7923;10036;ROLE_STUDENT
1379845;oguz.eren.ordu;4554;2339;3876;4339;2704;3986;4449;ROLE_STUDENT
1379846;deniz.sengul18;6374;4649;8303;11582;4443;7614;10001;ROLE_STUDENT
1379847;kartal.gokgoz;2200;2167;4083;4907;2172;4088;4912;ROLE_STUDENT
1379848;emir.alp.turkyilmaz;6729;2944;8224;14766;3016;7869;14105;ROLE_STUDENT
1379849;kuzey.kayikcioglu;685;1031;3643;6324;975;2955;4302;ROLE_STUDENT
1379850;ali.yigit.yeni;1700;2170;4182;4641;2641;3771;4230;ROLE_STUDENT
1379851;demir.filiz;3176;1652;4381;6668;1647;4376;6663;ROLE_STUDENT
1379852;emir.aras.dikmen;4439;2756;6350;9983;2853;6447;9365;ROLE_STUDENT
1379853;ali.selim.olgac;1035;1531;2244;3512;1822;2249;3517;ROLE_STUDENT
1379854;tuna.akalin4;3317;1740;3544;6607;1718;3522;6179;ROLE_STUDENT
1379855;kuzey.gungor4;4885;3064;5109;6195;3347;5027;6113;ROLE_STUDENT
1379856;fatma.neva.kahveci;2239;3092;7345;11951;3067;6760;10231;ROLE_STUDENT
1379857;ahmet.deniz.kaplan;4994;1413;2451;3726;1447;2205;3480;ROLE_STUDENT
1379859;ayaz.demir4;2704;1193;3242;5981;1115;3164;5384;ROLE_STUDENT
1379861;arda.sagiroglu;4246;1145;1797;4327;1147;1799;4329;ROLE_STUDENT
1379862;ali.nazim.kirat;898;871;2300;3846;822;2251;3426;ROLE_STUDENT
1379863;alkan.erdogan;5034;2657;5693;7416;3727;6437;7244;ROLE_STUDENT
1379864;safiia.tambiev;4722;3134;5178;9784;3150;5115;9721;ROLE_STUDENT
1379865;yusuf.mert.yaman;2483;4186;7978;12885;4207;7913;12360;ROLE_STUDENT
1379866;zeynep.duru.uzun2;2470;1862;3728;4839;2051;3731;4842;ROLE_STUDENT
1379867;elif.nil.yetmisbir;13354;3086;8506;12478;3382;7701;10177;ROLE_STUDENT
1379868;mert.eren36;1490;962;3137;6618;1172;3109;6590;ROLE_STUDENT
1379869;hicaz.alya.sinmaz;3814;1861;4844;7594;1814;3966;5833;ROLE_STUDENT
1379870;melike.koc35;6184;2726;5552;7988;2721;5138;7574;ROLE_STUDENT
1379871;ceren.akca2;2629;1858;4551;6999;1943;4536;6984;ROLE_STUDENT
1379872;zeynep.aksoy41;3477;1789;4825;6944;1990;4735;6854;ROLE_STUDENT
1379873;ela.akiltepe;2541;1701;4493;7074;1618;4076;6657;ROLE_STUDENT
1379875;ata.kazakli;5213;5556;12708;15893;5835;12401;15586;ROLE_STUDENT
1379919;belinay.dalcik;1052;1037;2105;2105;1260;2105;2105;ROLE_STUDENT
1379946;murat.cakmakli;6769;3025;6988;10773;4346;6971;9491;ROLE_STUDENT
1380030;mihrimah.avcil;1460;1455;3541;4114;1350;3169;3742;ROLE_STUDENT
1380043;emir.bilal.yildiz;156;377;467;467;377;467;467;ROLE_STUDENT
1380095;uraz.ali.karahan;6313;3508;6955;9979;3768;6924;9948;ROLE_STUDENT
1380133;mehmet.emin.yildiz13;755;860;1228;1228;888;1151;1151;ROLE_STUDENT
1380135;dora.iskinci;463;215;470;470;215;470;470;ROLE_STUDENT
1380255;muhammed.safa.ayran;5132;7991;16521;23608;9173;16418;23505;ROLE_STUDENT
1380275;ece.zeybel;1098;1564;2809;2809;1507;2752;2752;ROLE_STUDENT
1380276;mehmet.poyraz.yildirim4;2639;1125;2183;3370;1060;2118;3305;ROLE_STUDENT
1380277;azra.akgul3;13556;5368;10984;15437;5424;10604;12971;ROLE_STUDENT
1380278;baris.yapici9;3237;2116;3994;6888;2402;3664;6211;ROLE_STUDENT
1380279;bozok.kinayoglu;5310;1714;3314;6563;1603;3040;4953;ROLE_STUDENT
1380280;mira.yilmaz9;3491;1455;4084;4689;1457;1663;1663;ROLE_STUDENT
1380281;arya.demir;3943;2512;4777;7356;2413;4326;6550;ROLE_STUDENT
1380282;turan.han2;469;650;892;1321;650;892;1321;ROLE_STUDENT
1380283;murat.aras.onat;2017;815;1586;3580;805;1576;2537;ROLE_STUDENT
1380284;doga.yuksel5;1317;903;1436;1910;903;1436;1910;ROLE_STUDENT
1380285;nehir.ece.karatas;1200;1963;2891;3647;1850;2578;2578;ROLE_STUDENT
1380286;beril.idilman;2149;1912;2770;2770;2018;2383;2383;ROLE_STUDENT
1380288;sarp.serper;730;1169;2041;2364;966;1437;1760;ROLE_STUDENT
1380289;mustafa.firtina3;326;622;1214;1604;745;1214;1214;ROLE_STUDENT
1380290;almila.kilincer;284;475;1059;1386;481;1065;1392;ROLE_STUDENT
1380291;bade.sunar;1979;1973;3696;5005;2255;3021;4330;ROLE_STUDENT
1380292;yusuf.celebi.gungor;616;1530;2683;3512;1972;2737;3566;ROLE_STUDENT
1380293;kaya.paksoy;3065;1135;2489;4786;1128;2482;4779;ROLE_STUDENT
1380294;ilda.yucel;5476;2034;5125;7340;1994;4711;6336;ROLE_STUDENT
1380295;sarp.ozkilic;855;655;1934;3710;726;1913;2741;ROLE_STUDENT
1380296;yakup.tepeli;537;340;678;1155;340;678;1155;ROLE_STUDENT
1380297;ayse.sare.tabakaydin;3127;1240;2138;4323;1552;2450;3002;ROLE_STUDENT
1380298;nisa.beren.demirduzen;629;590;976;1405;674;976;1405;ROLE_STUDENT
1380299;aden.deniz.keser;1087;1002;1513;1980;1002;1513;1980;ROLE_STUDENT
1380300;kerem.dundar2;2993;1207;3479;3857;1150;3250;3628;ROLE_STUDENT
1380301;doruk.kokdemir;845;931;1415;1415;1030;1132;1132;ROLE_STUDENT
1380302;mustafa.sari102;2471;1240;2064;4455;1373;2059;4450;ROLE_STUDENT
1380303;bulut.gokler2;776;679;1637;2209;1122;1651;2223;ROLE_STUDENT
1380306;ali.cinar.koyuncu;193;1007;1714;2272;965;1672;2230;ROLE_STUDENT
1380307;can.kaya39;736;1157;1499;1884;1318;1440;1825;ROLE_STUDENT
1380308;firuz.cagan.harbiyeli;3602;1137;2315;2622;1087;1910;2217;ROLE_STUDENT
1380309;bedia.reyyan.ilhan;250;1486;2489;2489;1105;1673;1673;ROLE_STUDENT
1380310;asya.keles4;1868;700;1071;2160;699;964;2053;ROLE_STUDENT
1380311;maya.aydin3;958;690;2016;4581;687;1458;3650;ROLE_STUDENT
1380312;aysegul.gulcuk;3044;848;2033;2755;848;2033;2755;ROLE_STUDENT
1380313;serra.kabadayi;2925;2838;5827;8459;3064;5712;7950;ROLE_STUDENT
1380314;asli.citilcioglu;1380;491;1058;1058;449;1016;1016;ROLE_STUDENT
1380315;mustafa.aras.ogunlu;664;772;1375;1375;899;1190;1190;ROLE_STUDENT
1380316;can.gokada.mirici;556;632;939;939;622;868;868;ROLE_STUDENT
1380317;mehtap.hayal.olgar;1803;1179;2631;2941;1410;2631;2941;ROLE_STUDENT
1380318;ali.murat.ozalp;3227;684;2125;2809;681;2122;2806;ROLE_STUDENT
1380319;elif.ada.binici;703;630;1197;1197;577;937;937;ROLE_STUDENT
1380320;arya.kilic3;2407;1684;4756;8423;1788;4643;8310;ROLE_STUDENT
1380321;uras.ertuna;1402;1592;3171;4257;1905;3171;4257;ROLE_STUDENT
1380322;cisem.naz.celik;1804;1135;2713;4464;1166;2656;4407;ROLE_STUDENT
1380323;inci.nur.sen;1954;962;1499;1499;934;1471;1471;ROLE_STUDENT
1380324;ekin.balaman;1517;1422;2040;2598;1563;1984;1984;ROLE_STUDENT
1380325;derin.uzmez;2526;1713;3037;4373;1979;2921;3821;ROLE_STUDENT
1380326;kumsal.sen3;681;563;1396;1396;569;1323;1323;ROLE_STUDENT
1380327;ozan.sarigol;1156;606;823;823;606;823;823;ROLE_STUDENT
1380328;kuzey.kamisci;4299;2381;3829;4695;2381;3435;4301;ROLE_STUDENT
1380329;elif.lina.dorak;1942;2004;6807;10955;2023;6189;10016;ROLE_STUDENT
1380330;arhan.karaman;1110;872;1154;1475;825;1107;1428;ROLE_STUDENT
1380331;nil.firtina;3925;2985;6886;9963;3174;6482;8994;ROLE_STUDENT
1380332;arya.dolmus;710;1231;2418;4811;1225;2187;4580;ROLE_STUDENT
1380333;leyla.ovunc;2885;1950;4898;5768;2008;4158;5028;ROLE_STUDENT
1380334;mete.cagan.yilmaz;1038;2163;6726;9066;2397;6189;8024;ROLE_STUDENT
1380335;emir.aydin31;1647;1498;2971;3488;1815;2966;3483;ROLE_STUDENT
1380336;cemal.demir42;1287;1797;3082;5241;1887;2505;4066;ROLE_STUDENT
1380337;naz.yaldiz;4511;2335;5323;6430;2633;5395;6502;ROLE_STUDENT
1380338;uygar.tapac;3799;1749;3485;4351;1738;3474;4340;ROLE_STUDENT
1380339;derin.acibucu;1475;1493;3231;3581;1499;2801;2801;ROLE_STUDENT
1380341;lena.yaz.hizar;864;566;705;3780;566;705;3780;ROLE_STUDENT
1380342;duru.catak;2905;981;1749;3274;882;1650;3175;ROLE_STUDENT
1380343;mustafa.cinar.ayhan;7194;3710;8123;12639;4384;8510;12641;ROLE_STUDENT
1380344;cinar.sert6;3000;2027;5077;5924;3750;5726;6070;ROLE_STUDENT
1380345;derin.naz.babur;1338;6697;13174;16705;6743;12970;16045;ROLE_STUDENT
1380346;yigit.arel.totik;1554;2828;4934;6893;2926;3908;5867;ROLE_STUDENT
1380347;kemal.morgul;1071;1736;2664;3843;1850;2638;2960;ROLE_STUDENT
1380348;ilke.zorlu2;706;584;2369;2771;584;2369;2771;ROLE_STUDENT
1380349;selin.kocluk;2177;800;1138;1895;796;1134;1891;ROLE_STUDENT
1380350;liva.berrak.sefkatlioglu;779;1801;3890;4858;1799;3888;4856;ROLE_STUDENT
1380351;yusuf.eskiocak3;1370;2349;7471;8927;1828;2936;2936;ROLE_STUDENT
1380352;ali.cihan.can;4959;1305;2638;4763;1296;2560;4685;ROLE_STUDENT
1380353;naz.gokler;1669;1203;1813;2711;1276;1886;2784;ROLE_STUDENT
1380354;zeynep.mila.gunay;2127;943;2397;3181;926;2069;2853;ROLE_STUDENT
1380355;selma.ece.dagtekin;65;707;1859;4560;580;1654;4026;ROLE_STUDENT
1380356;kenan.emir.demir;1205;2169;4135;5756;3034;4748;6369;ROLE_STUDENT
1380357;ece.kumsal.pulat;4934;9020;14364;16216;8409;12216;13747;ROLE_STUDENT
1380358;bilge.duha.aydin;2193;2388;4466;5728;2564;3900;4850;ROLE_STUDENT
1380359;basak.ari;3595;885;1426;2956;885;1426;2956;ROLE_STUDENT
1380360;kenan.coven;6820;1599;3055;3614;1541;2997;3556;ROLE_STUDENT
1380361;asel.mira.biryol;997;1694;4699;8349;1337;3796;7446;ROLE_STUDENT
1380362;ela.percin;3607;2773;5810;6723;3230;5660;6161;ROLE_STUDENT
1380363;deniz.gunay12;3996;3391;8018;11363;3461;7863;10869;ROLE_STUDENT
1380364;demir.gundogdu2;1571;1390;3352;5069;1388;3350;5067;ROLE_STUDENT
1380365;salih.tekdemir;3723;2793;5027;7463;2613;4099;4850;ROLE_STUDENT
1380366;gunes.evirgen;1723;2268;4415;4893;2444;3241;3719;ROLE_STUDENT
1380367;ugur.basar.turkmen;2045;1720;2992;3938;1973;2976;3922;ROLE_STUDENT
1380368;beren.ozcan9;1474;1172;1915;2999;1166;1909;2993;ROLE_STUDENT
1380370;hasan.cignitas;186;200;528;528;200;528;528;ROLE_STUDENT
1380371;ipek.cil;3395;2023;4048;6412;2065;3635;5999;ROLE_STUDENT
1380372;bora.eroglu2;4403;1076;2569;4176;1429;2314;3921;ROLE_STUDENT
1380373;ilkem.baybars.celik;2875;923;1174;2210;918;1169;2205;ROLE_STUDENT
1380374;ibrahim.ozkurt2;986;719;1189;2151;671;1141;2103;ROLE_STUDENT
1380375;eymen.sensoz;1312;669;1710;1710;667;1708;1708;ROLE_STUDENT
1380376;elif.masal.oksal;4087;2462;4346;5479;3124;4235;5368;ROLE_STUDENT
1380377;alper.coskun5;924;1029;2908;5776;1023;2902;5770;ROLE_STUDENT
1380378;ilay.mina.baz;3112;4141;8588;11466;4225;8486;9603;ROLE_STUDENT
1380379;serhat.uras.ekmen;4175;1920;3895;7314;2253;3612;6460;ROLE_STUDENT
1380380;hazal.hallacoglu;3846;1076;2020;2931;1126;1943;2854;ROLE_STUDENT
1380381;halil.efe.ozturk;2707;1324;3502;6712;1329;3188;6398;ROLE_STUDENT
1380382;defne.bulut5;5551;1578;3024;3335;1653;2990;3301;ROLE_STUDENT
1380383;ada.ozkarakoyuncu;1031;717;914;1627;1044;1044;1396;ROLE_STUDENT
1380384;efe.mert.boluk;1398;977;1647;3179;939;1609;3141;ROLE_STUDENT
1380385;ruzgar.tekkarismaz3;79;396;751;1271;391;512;1032;ROLE_STUDENT
1380386;ulku.batu.aydogan;1165;596;1428;1428;1172;1765;1765;ROLE_STUDENT
1380387;elif.mira.yildirim;3466;1429;2640;4144;1717;2570;3738;ROLE_STUDENT
1380389;nehir.mesci;81;101;202;202;94;94;94;ROLE_STUDENT
1380390;berk.paksoy;2443;2627;5602;10680;2925;5546;10061;ROLE_STUDENT
1380392;doga.catak;1017;724;1375;1375;678;1079;1079;ROLE_STUDENT
1380393;bige.nuyan;1585;1318;2618;4598;1548;2567;3845;ROLE_STUDENT
1380394;nehir.alsahan;1339;2300;3413;6518;2591;3242;5072;ROLE_STUDENT
1380395;erdem.or2;3583;2173;5075;7305;2183;5085;7001;ROLE_STUDENT
1380396;kuzey.sengul2;1776;3831;9686;11788;4251;8942;10078;ROLE_STUDENT
1380397;nisa.dincer3;2439;1754;4683;7877;1968;4664;6452;ROLE_STUDENT
1380398;ruya.kulaklioglu;3440;1679;2522;2522;2038;2522;2522;ROLE_STUDENT
1380399;cinar.bicer3;971;274;895;2223;274;895;2223;ROLE_STUDENT
1380400;bade.mercan.koc;4346;1424;1997;2935;1352;1856;2794;ROLE_STUDENT
1380401;ani.alaca;911;1815;3745;4597;1773;2909;3414;ROLE_STUDENT
1380402;beril.nil.oz;325;1233;2410;5558;1231;2408;5556;ROLE_STUDENT
1380404;mustafa.kemal.eralli2;932;1804;3167;3500;2179;3542;3542;ROLE_STUDENT
1380405;baris.tumay;3400;1414;4248;7563;1415;4249;6991;ROLE_STUDENT
1380406;guney.sezgin;166;711;917;1362;707;913;1358;ROLE_STUDENT
1380407;laren.mavi.un;3194;1691;3359;5325;1682;3108;5074;ROLE_STUDENT
1380408;ata.mustafa.durmus;410;829;2082;2615;826;2079;2612;ROLE_STUDENT
1380409;duru.erdogan17;8395;3288;10985;13666;5548;11087;13381;ROLE_STUDENT
1380411;deniz.taskiran12;379;459;1433;1805;660;1427;1799;ROLE_STUDENT
1380412;defne.ozsahin;3417;1571;5403;6606;3027;5405;6608;ROLE_STUDENT
1380413;asel.ciftci;1245;1876;2862;3736;1876;2732;3606;ROLE_STUDENT
1380414;kumsal.saglar;2824;2427;6212;10110;2394;6179;10077;ROLE_STUDENT
1380415;ahmet.kerem.ozoglu;264;406;707;707;393;694;694;ROLE_STUDENT
1380416;demir.erdem.yildiz;7163;2796;6958;13262;3072;6927;12769;ROLE_STUDENT
1380417;duru.lena.yildirim;1376;774;1817;1817;776;1819;1819;ROLE_STUDENT
1380418;leman.zumra.yuksekbas;4631;2662;7682;16401;2769;6818;15537;ROLE_STUDENT
1380419;fatma.eylul.yaradilmis;2178;1959;3685;6310;1885;3611;6236;ROLE_STUDENT
1380420;derin.aysan3;4359;1191;2259;4390;1303;2255;4386;ROLE_STUDENT
1380421;defne.hanzade.davarci2;3144;1439;2820;3452;1513;2690;3322;ROLE_STUDENT
1380423;su.arven.ucdag;2729;1387;3165;3880;1319;3097;3812;ROLE_STUDENT
1380424;damla.torun;4882;1066;1431;3296;1062;1427;3292;ROLE_STUDENT
1380425;nehir.sogut;4001;3182;9381;19181;3793;9097;18347;ROLE_STUDENT
1380426;ayaz.bugra.erkose;2344;4032;7793;10446;4186;7570;9843;ROLE_STUDENT
1380427;nil.can6;4493;3283;5728;7123;3255;5326;6721;ROLE_STUDENT
1380428;cinar.ozel5;1314;2020;3458;6160;1714;2514;5216;ROLE_STUDENT
1380429;ipek.ekiz3;3115;3418;7384;11122;4915;7545;11283;ROLE_STUDENT
1380430;esra.acet2;2886;2465;4209;6022;2881;4272;4593;ROLE_STUDENT
1380431;elif.asya.sert;1022;829;1730;3491;886;1553;2898;ROLE_STUDENT
1380432;uras.turkmen;3992;1188;1188;1509;1106;1106;1427;ROLE_STUDENT
1380433;ali.aras.kara;1979;621;994;1492;588;961;1459;ROLE_STUDENT
1380434;yaman.alp.sahin2;2519;1485;2122;3068;1632;2167;3113;ROLE_STUDENT
1380435;eva.kocer;345;4878;5479;5479;4876;5477;5477;ROLE_STUDENT
1380436;niyazi.metin.kadioglu;3100;1520;3056;3867;1505;3041;3852;ROLE_STUDENT
1380437;cagan.gurbuz2;1420;1284;2142;3307;1283;2141;3306;ROLE_STUDENT
1380438;emir.kaan.saraman;1731;1290;1940;3475;1677;1938;3473;ROLE_STUDENT
1380439;faik.deniz.akkose;2605;744;1335;1335;732;1203;1203;ROLE_STUDENT
1380440;birce.sen;3059;2459;5233;5997;2641;3687;4451;ROLE_STUDENT
1380441;ahmet.yaradilmis;879;1627;3250;5461;1698;3081;4358;ROLE_STUDENT
1380442;emir.turkmen2;1908;918;2390;4576;869;2341;3647;ROLE_STUDENT
1380443;elif.soykan3;9439;8478;16931;22262;10159;17119;21801;ROLE_STUDENT
1380444;elif.dogan110;2375;1240;3585;4503;1311;3586;4504;ROLE_STUDENT
1380445;alya.baklaci2;4971;2338;7045;8027;4388;6364;6364;ROLE_STUDENT
1380446;tuna.pekcan2;912;3122;6612;8297;2504;5175;6482;ROLE_STUDENT
1380447;kuzey.adil;3822;2433;5618;6830;2501;5260;6472;ROLE_STUDENT
1380448;batuhan.apaydin3;851;349;471;471;471;471;471;ROLE_STUDENT
1380449;nehir.ekinci2;1047;745;1864;2685;696;1364;1364;ROLE_STUDENT
1380450;ayberk.basalan;611;899;1804;2795;790;1311;2302;ROLE_STUDENT
1380451;fatos.masal.gul;962;178;468;468;178;468;468;ROLE_STUDENT
1380452;ruzgar.alp.cetinel;1108;1054;2270;2270;1508;1794;1794;ROLE_STUDENT
1380453;ayaz.cevahir;4077;2215;4987;8214;2701;4745;7184;ROLE_STUDENT
1380454;eliz.nisan.ozdil;1157;1415;2194;3280;1443;1620;2706;ROLE_STUDENT
